wflow_id,station_name,x,y
1001,rogun_dam,69.77194,38.68305
1002,vakhsh_glacier,71.382,39.265
1003,vakhsh_kirgistan,71.389,39.276
1004,nurek_dam,69.348639,38.372167
1005,baypaza_dam,69.124169,38.267435
1006,sangtuda1_dam,69.056706,38.045424
1007,sangtuda2_dam,69.027567,37.971338
1008,golovnaya_dam,68.93723,37.885255
1009,Toktogul,73.504516 ,41.801189
